Player,Pokémon,Sim_Score,#,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,HP_scale,Attack_scale,Defense_scale,Sp. Attack_scale,Sp. Defense_scale,Speed_scale,TOI_GP,xEVO_GAR,xEVD_GAR,xPPO_GAR,xSHD_GAR,Pens_GAR,TOI_GP_scale,xEVO_GAR_scale,xEVD_GAR_scale,xPPO_GAR_scale,xSHD_GAR_scale,Pens_GAR_scale
Julien Gauthier,Dugtrio,75.9,51,35,80,50,50,70,120,0.081673307,0.625498008,0.28685259,0.336653386,0.565737052,0.978087649,8.635087719,5,-1,0,0,1.9,0.022485207,0.792307692,0.266272189,0.461538462,0.463905325,0.904142012
Juraj Slafkovsky,Squirtle,74.5,7,44,48,65,50,64,43,0.19123506,0.211155378,0.503984064,0.336653386,0.442231076,0.229083665,12.21538462,-1,-0.2,-0.2,0,-1.4,0.226035503,0.231360947,0.398224852,0.18816568,0.463905325,0.046745562
Justin Barron,Ivysaur,64,2,60,62,63,80,80,60,0.446215139,0.38247012,0.466135458,0.695219124,0.699203187,0.446215139,16.3025641,0.4,-1.7,0.8,0.4,0.3,0.556213018,0.452071006,0.195266272,0.783431953,0.795266272,0.520710059
Justin Braun,Bayleef,61.1,153,60,62,80,63,80,60,0.446215139,0.38247012,0.709163347,0.498007968,0.699203187,0.446215139,14.98431373,-4.1,1.8,0,0.1,0.2,0.447337278,0.031952663,0.750295858,0.461538462,0.678698225,0.480473373
Justin Danforth,Farfetch'd,71.4,83,52,65,55,58,62,60,0.322709163,0.446215139,0.356573705,0.418326693,0.434262948,0.446215139,13.38333333,1.2,0,0,0.1,0.2,0.314792899,0.54852071,0.441420118,0.461538462,0.678698225,0.480473373
Justin Faulk,Vaporeon,36.3,134,130,65,60,110,95,65,0.978087649,0.446215139,0.43625498,0.938247012,0.844621514,0.5,23.37682927,3,-5.3,0.3,0.2,0,0.966863905,0.692307692,0.046153846,0.717751479,0.739053254,0.392307692
Justin Holl,Umbreon,60.9,197,95,65,110,60,130,65,0.890438247,0.446215139,0.920318725,0.458167331,0.980079681,0.5,20.2425,-1,2.5,0,0.7,0.9,0.873372781,0.231360947,0.821301775,0.461538462,0.846745562,0.732544379
Justin Kirkland,Farfetch'd,59.4,83,52,65,55,58,62,60,0.322709163,0.446215139,0.356573705,0.418326693,0.434262948,0.446215139,7.214285714,0.4,0.5,0,0,0.2,0.00591716,0.452071006,0.535502959,0.461538462,0.463905325,0.480473373
Justin Schultz,Porygon,66.2,137,65,60,70,85,75,40,0.549800797,0.356573705,0.571713147,0.752988048,0.623505976,0.187250996,17.79041096,-1.5,0,1.4,0.1,-1.3,0.706508876,0.170414201,0.441420118,0.829585799,0.678698225,0.055029586
Juuso Parssinen,Raticate,74.7,20,55,81,60,50,70,97,0.358565737,0.665338645,0.43625498,0.336653386,0.565737052,0.868525896,14.33333333,1.3,0.8,0,0,1.2,0.389349112,0.559763314,0.593491124,0.461538462,0.463905325,0.798816568
Juuso Valimaki,Forretress,45.2,205,75,90,140,60,60,40,0.685258964,0.770916335,0.982071713,0.458167331,0.410358566,0.187250996,18.17564103,1,8.2,0.3,-0.9,-1,0.731360947,0.527218935,0.991715976,0.717751479,0.123668639,0.088757396
K'Andre Miller,Lapras,83.9,131,130,85,80,85,95,60,0.978087649,0.729083665,0.709163347,0.752988048,0.844621514,0.446215139,21.95696203,4,1.5,0.6,1.9,-0.2,0.942011834,0.74852071,0.718343195,0.75739645,0.957988166,0.293491124
Kaapo Kakko,Hitmonchan,63.6,107,50,105,79,35,110,76,0.28685259,0.894422311,0.675298805,0.119521912,0.944223108,0.639442231,15.30731707,8.2,1.3,-0.9,0.6,1.8,0.473964497,0.875739645,0.686982249,0.062721893,0.831360947,0.89112426
Kaedan Korczak,Golbat,78.6,42,75,80,70,65,75,90,0.685258964,0.625498008,0.571713147,0.539840637,0.623505976,0.792828685,17.57,0.6,0.8,0,0.1,0.6,0.686390533,0.481656805,0.593491124,0.461538462,0.678698225,0.638461538
Kaiden Guhle,Tangela,39.5,114,65,55,115,100,40,60,0.549800797,0.304780876,0.940239044,0.878486056,0.133466135,0.446215139,20.51590909,-1.1,2.4,0.1,-2.9,0.8,0.886390533,0.21183432,0.810650888,0.673372781,0.026627219,0.707692308
Kailer Yamamoto,Venusaur,76,3,80,82,83,100,100,80,0.747011952,0.675298805,0.741035857,0.878486056,0.892430279,0.671314741,16.57758621,3.2,1.2,0.2,1.2,0.6,0.590532544,0.708284024,0.666272189,0.70295858,0.899408284,0.638461538
Kale Clague,Farfetch'd,84.1,83,52,65,55,58,62,60,0.322709163,0.446215139,0.356573705,0.418326693,0.434262948,0.446215139,15.1030303,-0.1,-0.3,0,0,-0.1,0.45443787,0.371005917,0.378106509,0.461538462,0.463905325,0.340828402
Karson Kuhlman,Skiploom,61.2,188,55,45,50,45,65,80,0.358565737,0.173306773,0.28685259,0.274900398,0.488047809,0.671314741,11.85319149,-1.5,0,0,0.1,0.9,0.191715976,0.170414201,0.441420118,0.461538462,0.678698225,0.732544379
Kasperi Kapanen,Weepinbell,66.3,70,65,90,50,85,45,55,0.549800797,0.770916335,0.28685259,0.752988048,0.195219124,0.38247012,13.68333333,4.4,-4.6,1.2,-0.3,-0.1,0.337278107,0.767455621,0.061538462,0.818934911,0.214792899,0.340828402
Keegan Kolesar,Kabuto,66.2,140,30,80,90,55,45,55,0.041832669,0.625498008,0.800796813,0.388446215,0.195219124,0.38247012,11.47432432,2.7,2.2,0,0,0.2,0.158579882,0.671005917,0.79112426,0.461538462,0.463905325,0.480473373
Kent Johnson,Charmeleon,81.8,5,58,64,58,80,65,80,0.396414343,0.40438247,0.40438247,0.695219124,0.488047809,0.671314741,14.5164557,1.1,-0.2,1.6,0,0.9,0.402366864,0.537869822,0.398224852,0.84260355,0.463905325,0.732544379
Kevin Bahl,Parasect,60.9,47,60,95,80,60,80,30,0.446215139,0.820717131,0.709163347,0.458167331,0.699203187,0.085657371,14.02142857,2.1,0.6,0,1.6,-0.8,0.35739645,0.622485207,0.555621302,0.461538462,0.936686391,0.120118343
Kevin Fiala,Weepinbell,62,70,65,90,50,85,45,55,0.549800797,0.770916335,0.28685259,0.752988048,0.195219124,0.38247012,17.5942029,2.9,-2.2,0.6,0,-0.2,0.687573964,0.683431953,0.159763314,0.75739645,0.463905325,0.293491124
Kevin Gravel,Ledian,74.5,166,55,35,50,55,110,85,0.358565737,0.091633466,0.28685259,0.388446215,0.944223108,0.731075697,14.26956522,-2.8,0,0,0.3,0.6,0.383431953,0.078698225,0.441420118,0.461538462,0.771005917,0.638461538
Kevin Hayes,Yanma,60,193,65,65,45,75,45,95,0.549800797,0.446215139,0.211155378,0.647410359,0.195219124,0.848605578,17.5617284,0.3,-2.8,2.6,-0.2,0.6,0.685207101,0.437278107,0.118343195,0.89112426,0.241420118,0.638461538
Kevin Labanc,Sudowoodo,65.3,185,70,100,115,30,65,30,0.625498008,0.860557769,0.940239044,0.06374502,0.488047809,0.085657371,14.32638889,9.7,1.7,-1.2,0,-2.6,0.38816568,0.918343195,0.742011834,0.04260355,0.463905325,0.003550296
Kevin Rooney,Staryu,53.6,120,30,45,55,70,55,85,0.041832669,0.173306773,0.356573705,0.603585657,0.344621514,0.731075697,8.864705882,-1.1,0.5,0,0.1,0.7,0.027218935,0.21183432,0.535502959,0.461538462,0.678698225,0.681656805
Kevin Shattenkirk,Rhyhorn,62.2,111,80,85,95,30,30,25,0.747011952,0.729083665,0.834661355,0.06374502,0.057768924,0.051792829,19.27333333,1,2.4,-0.1,-0.1,-1.9,0.803550296,0.527218935,0.810650888,0.237869822,0.271597633,0.015384615
Kevin Stenlund,Cubone,79.2,104,50,50,95,40,50,35,0.28685259,0.249003984,0.834661355,0.199203187,0.272908367,0.139442231,11.63333333,-2,3.4,-0.4,-0.8,-0.8,0.172781065,0.129585799,0.885798817,0.138461538,0.138461538,0.120118343
Kiefer Sherwood,Gloom,81.7,44,60,65,70,85,75,40,0.446215139,0.446215139,0.571713147,0.752988048,0.623505976,0.187250996,13.590625,0.3,1,0.5,0,-0.7,0.330177515,0.437278107,0.626627219,0.74556213,0.463905325,0.139053254
Kieffer Bellows,Goldeen,71,118,45,67,60,35,50,63,0.217131474,0.482071713,0.43625498,0.119521912,0.272908367,0.474103586,9.689285714,0.4,0.4,-0.2,0,0.4,0.052071006,0.452071006,0.513017751,0.18816568,0.463905325,0.556213018
Kirby Dach,Porygon2,100,233,85,80,90,105,95,60,0.788844622,0.625498008,0.800796813,0.914342629,0.844621514,0.446215139,18.49482759,2.6,2.4,4.2,0.5,0.2,0.74556213,0.66035503,0.810650888,0.949704142,0.815384615,0.480473373
Kirill Kaprizov,Entei,65.3,244,115,115,85,90,75,100,0.966135458,0.938247012,0.762948207,0.796812749,0.623505976,0.896414343,21.10895522,7.9,4.8,6.2,0,2.8,0.911242604,0.868047337,0.950295858,0.980473373,0.463905325,0.966272189
Kirill Marchenko,Stantler,65.4,234,73,95,62,85,65,85,0.655378486,0.820717131,0.462151394,0.752988048,0.488047809,0.731075697,16.18983051,5.9,1.5,3.2,0,0.8,0.542011834,0.827810651,0.718343195,0.917159763,0.463905325,0.707692308
Klim Kostin,Ponyta,78.7,77,50,85,55,65,65,90,0.28685259,0.729083665,0.356573705,0.539840637,0.488047809,0.792828685,10.05964912,4.3,-0.5,0,0,1.1,0.073372781,0.762721893,0.346153846,0.461538462,0.463905325,0.782840237
Kris Letang,Houndoom,50,229,75,90,50,110,80,95,0.685258964,0.770916335,0.28685259,0.938247012,0.699203187,0.848605578,24.8578125,4.1,-2,6,2.4,1.1,0.989349112,0.753846154,0.169822485,0.977514793,0.977514793,0.782840237
Kurtis MacDermid,Oddish,48.8,43,45,50,55,75,65,30,0.217131474,0.249003984,0.356573705,0.647410359,0.488047809,0.085657371,8.331818182,0.1,-1.8,0,0.2,-1.9,0.015384615,0.408284024,0.186390533,0.461538462,0.739053254,0.015384615
Kyle Burroughs,Dewgong,73.8,87,90,70,80,70,95,70,0.834661355,0.501992032,0.709163347,0.603585657,0.844621514,0.573705179,17.3625,0,1.4,0,1.2,0.6,0.657988166,0.390532544,0.701183432,0.461538462,0.899408284,0.638461538
Kyle Capobianco,Totodile,67.4,158,50,65,64,44,48,43,0.28685259,0.446215139,0.472111554,0.247011952,0.235059761,0.229083665,12.32857143,1.4,0.8,-0.1,0,-0.1,0.234319527,0.568047337,0.593491124,0.237869822,0.463905325,0.340828402
Kyle Connor,Beedrill,49.1,15,65,80,40,45,80,75,0.549800797,0.625498008,0.153386454,0.274900398,0.699203187,0.625498008,20.52926829,8.4,-2.7,-0.1,0.5,0.5,0.887573964,0.879881657,0.123076923,0.237869822,0.815384615,0.595266272
Kyle Okposo,Onix,54.1,95,35,45,160,30,45,70,0.081673307,0.173306773,0.988047809,0.06374502,0.195219124,0.573705179,14.668,-3.9,2.7,-1.1,-0.3,0.2,0.420118343,0.035502959,0.839053254,0.049112426,0.214792899,0.480473373
Kyle Palmieri,Furret,46.9,162,85,76,64,45,55,90,0.788844622,0.583665339,0.472111554,0.274900398,0.344621514,0.792828685,17.09818182,7,-1.3,-0.7,-0.3,1,0.640236686,0.85739645,0.228402367,0.087573964,0.214792899,0.761538462
Lane Pederson,Paras,73.3,46,35,70,55,45,55,25,0.081673307,0.501992032,0.356573705,0.274900398,0.344621514,0.051792829,11.92592593,2,-1.4,-0.1,0,-0.6,0.198816568,0.615384615,0.219526627,0.237869822,0.463905325,0.160946746
Lars Eller,Corsola,54.2,222,55,55,85,65,85,35,0.358565737,0.304780876,0.762948207,0.539840637,0.772908367,0.139442231,14.79166667,-1.8,3.8,-0.1,0.7,-2,0.431952663,0.14556213,0.906508876,0.237869822,0.846745562,0.010650888
Laurent Dauphin,Squirtle,80.7,7,44,48,65,50,64,43,0.19123506,0.211155378,0.503984064,0.336653386,0.442231076,0.229083665,10.45714286,-0.2,0.4,0,0,-0.6,0.100591716,0.346745562,0.513017751,0.461538462,0.463905325,0.160946746
Lawrence Pilut,Bayleef,58.1,153,60,62,80,63,80,60,0.446215139,0.38247012,0.709163347,0.498007968,0.699203187,0.446215139,12.84705882,0.4,1,0,0.6,0.9,0.271005917,0.452071006,0.626627219,0.461538462,0.831360947,0.732544379
Lawson Crouse,Weepinbell,33.5,70,65,90,50,85,45,55,0.549800797,0.770916335,0.28685259,0.752988048,0.195219124,0.38247012,17.75714286,7.4,0.7,3.4,-4.5,-1.6,0.701775148,0.862721893,0.575147929,0.923076923,0.003550296,0.027810651
Leon Draisaitl,Houndoom,27.9,229,75,90,50,110,80,95,0.685258964,0.770916335,0.28685259,0.938247012,0.699203187,0.848605578,21.73375,13.6,-3.2,22,-0.2,2.1,0.933727811,0.963313609,0.105325444,1,0.241420118,0.925443787
Liam Foudy,Delibird,82.3,225,45,55,45,65,45,75,0.217131474,0.304780876,0.211155378,0.539840637,0.195219124,0.625498008,12.13548387,0.3,-0.8,0,-0.4,0.9,0.216568047,0.437278107,0.297633136,0.461538462,0.192899408,0.732544379
Liam O'Brien,Togetic,63.9,176,55,40,85,80,105,40,0.358565737,0.12749004,0.762948207,0.695219124,0.924302789,0.187250996,11.41785714,-2.5,2.2,0,1.7,-1.2,0.156213018,0.099408284,0.79112426,0.461538462,0.944970414,0.061538462
Libor Hajek,Chikorita,84.7,152,45,49,65,49,65,45,0.217131474,0.221115538,0.503984064,0.306772908,0.488047809,0.260956175,13.25625,-0.7,0.3,0,0,-0.2,0.301775148,0.275739645,0.493491124,0.461538462,0.463905325,0.293491124
Logan Brown,Hoppip,77.8,187,35,35,40,35,55,50,0.081673307,0.091633466,0.153386454,0.119521912,0.344621514,0.324701195,10.40333333,-1.6,-0.6,-0.2,0,-0.2,0.095857988,0.159763314,0.332544379,0.18816568,0.463905325,0.293491124
Logan Couture,Grimer,71.1,88,80,80,50,40,50,25,0.747011952,0.625498008,0.28685259,0.199203187,0.272908367,0.051792829,19.13170732,6.6,-1.8,-0.4,-0.3,-0.6,0.79408284,0.850295858,0.186390533,0.138461538,0.214792899,0.160946746
Logan O'Connor,Togetic,70,176,55,40,85,80,105,40,0.358565737,0.12749004,0.762948207,0.695219124,0.924302789,0.187250996,14.20487805,-2.3,4.5,0,1.9,-0.4,0.373964497,0.113017751,0.933136095,0.461538462,0.957988166,0.219526627
Logan Stanley,Drowzee,63.1,96,60,48,45,43,90,42,0.446215139,0.211155378,0.211155378,0.243027888,0.812749004,0.22310757,13.71578947,0.3,-1.4,0,0.9,-0.6,0.33964497,0.437278107,0.219526627,0.461538462,0.868639053,0.160946746
Lucas Raymond,Venomoth,59.4,49,70,65,60,90,75,90,0.625498008,0.446215139,0.43625498,0.796812749,0.623505976,0.792828685,17.37567568,-0.6,-1.8,2.8,0,1.9,0.662721893,0.292307692,0.186390533,0.9,0.463905325,0.904142012
Lukas Reichel,Machoke,58,67,80,100,70,50,60,45,0.747011952,0.860557769,0.571713147,0.336653386,0.410358566,0.260956175,16.36521739,3.4,0.3,-0.9,0,-0.1,0.563313609,0.721301775,0.493491124,0.062721893,0.463905325,0.340828402
Lukas Sedlak,Kabuto,71.7,140,30,80,90,55,45,55,0.041832669,0.625498008,0.800796813,0.388446215,0.195219124,0.38247012,12.20333333,1.2,1.9,0,-0.8,0.4,0.223668639,0.54852071,0.762721893,0.461538462,0.138461538,0.556213018
Luke Evangelista,Beedrill,60.9,15,65,80,40,45,80,75,0.549800797,0.625498008,0.153386454,0.274900398,0.699203187,0.625498008,16.575,4.5,-0.8,-0.5,0,0.4,0.589349112,0.772189349,0.297633136,0.119526627,0.463905325,0.556213018
Luke Glendening,Ledian,71.6,166,55,35,50,55,110,85,0.358565737,0.091633466,0.28685259,0.388446215,0.944223108,0.731075697,12.06285714,-5.5,-0.1,0,0.4,1.2,0.204733728,0.010059172,0.418343195,0.461538462,0.795266272,0.798816568
Luke Kunin,Mareep,58.2,179,55,40,40,65,45,35,0.358565737,0.12749004,0.153386454,0.539840637,0.195219124,0.139442231,15.43870968,-2.4,-0.2,0.7,-1.3,-0.6,0.480473373,0.107100592,0.398224852,0.771597633,0.080473373,0.160946746
Luke Schenn,Mareep,58.4,179,55,40,40,65,45,35,0.358565737,0.12749004,0.153386454,0.539840637,0.195219124,0.139442231,16.35428571,-0.1,-3.4,0,-1.3,-2.2,0.562130178,0.371005917,0.095266272,0.461538462,0.080473373,0.005325444
Mac Hollowell,Bulbasaur,80.6,1,45,49,49,65,65,45,0.217131474,0.221115538,0.250996016,0.539840637,0.488047809,0.260956175,12.93333333,-0.1,-2.2,0,0,-0.1,0.278106509,0.371005917,0.159763314,0.461538462,0.463905325,0.340828402
Mackenzie Entwistle,Onix,69.9,95,35,45,160,30,45,70,0.081673307,0.173306773,0.988047809,0.06374502,0.195219124,0.573705179,11.91666667,-4.3,2.1,-1.5,-0.4,0.2,0.197633136,0.027810651,0.782248521,0.030769231,0.192899408,0.480473373
MacKenzie Weegar,Umbreon,47.7,197,95,65,110,60,130,65,0.890438247,0.446215139,0.920318725,0.458167331,0.980079681,0.5,21.0962963,-1.5,11.5,-0.4,3.5,0.6,0.910059172,0.170414201,1,0.138461538,1,0.638461538
Marc Staal,Jumpluff,75.1,189,75,55,70,55,85,110,0.685258964,0.304780876,0.571713147,0.388446215,0.772908367,0.948207171,18.19390244,-1.6,0.4,0,1.5,1.5,0.732544379,0.159763314,0.513017751,0.461538462,0.927218935,0.84556213
Marc-Edouard Vlasic,Jumpluff,52.7,189,75,55,70,55,85,110,0.685258964,0.304780876,0.571713147,0.388446215,0.772908367,0.948207171,17.47564103,-0.1,4.6,0,1.6,2,0.679289941,0.371005917,0.940236686,0.461538462,0.936686391,0.914792899
Marco Rossi,Eevee,77.2,133,55,55,50,45,65,55,0.358565737,0.304780876,0.28685259,0.274900398,0.488047809,0.38247012,12.52105263,-1.1,-0.8,-0.6,0,-0.2,0.247337278,0.21183432,0.297633136,0.104142012,0.463905325,0.293491124
Marco Scandella,Noctowl,52.7,164,100,50,50,76,96,70,0.922310757,0.249003984,0.28685259,0.663346614,0.864541833,0.573705179,17.835,0.2,-1.2,0,1.2,-0.1,0.70887574,0.421893491,0.243195266,0.461538462,0.899408284,0.340828402
Marcus Bjork,Wigglytuff,52.7,40,140,70,45,75,50,45,0.984063745,0.501992032,0.211155378,0.647410359,0.272908367,0.260956175,18.15454545,2.7,-3.6,0.5,-0.1,-1.6,0.726627219,0.671005917,0.089349112,0.74556213,0.271597633,0.027810651
Marcus Foligno,Hitmontop,58.9,237,50,95,95,35,110,70,0.28685259,0.820717131,0.834661355,0.119521912,0.944223108,0.573705179,14.99076923,1.2,1.8,-1.1,2.4,0.9,0.44852071,0.54852071,0.750295858,0.049112426,0.977514793,0.732544379
Marcus Johansson,Magmar,87.3,126,65,95,57,100,85,93,0.549800797,0.820717131,0.390438247,0.878486056,0.772908367,0.828685259,16.49,8.6,-0.6,2.2,0.5,2.8,0.577514793,0.886390533,0.332544379,0.875147929,0.815384615,0.966272189
Marcus Pettersson,Muk,59.9,89,105,105,75,65,100,50,0.944223108,0.894422311,0.631474104,0.539840637,0.892430279,0.324701195,20.58382353,4.1,0.5,-0.1,2.8,-0.2,0.89112426,0.753846154,0.535502959,0.237869822,0.988757396,0.293491124
Mario Ferraro,Chinchou,24.4,170,75,38,38,56,56,67,0.685258964,0.107569721,0.131474104,0.414342629,0.384462151,0.529880478,21.60416667,-1.7,-2.2,-0.6,-2.2,1.6,0.927810651,0.152662722,0.159763314,0.104142012,0.044970414,0.859171598
Mark Friedman,Poliwhirl,57.2,61,65,65,65,50,50,90,0.549800797,0.446215139,0.503984064,0.336653386,0.272908367,0.792828685,14.44782609,-0.6,1.7,0,-0.9,1.7,0.397633136,0.292307692,0.742011834,0.461538462,0.123668639,0.873964497
Mark Giordano,Sudowoodo,33.5,185,70,100,115,30,65,30,0.625498008,0.860557769,0.940239044,0.06374502,0.488047809,0.085657371,18.95384615,4,3.8,-0.5,3.2,-1.6,0.783431953,0.74852071,0.906508876,0.119526627,0.998816568,0.027810651
Mark Jankowski,Exeggcute,79.1,102,60,40,80,60,45,40,0.446215139,0.12749004,0.709163347,0.458167331,0.195219124,0.187250996,12.44,-1.2,1.2,0,-0.7,-0.7,0.24260355,0.198816568,0.666272189,0.461538462,0.153254438,0.139053254
Mark Kastelic,Geodude,76,74,40,80,100,30,30,20,0.151394422,0.625498008,0.876494024,0.06374502,0.057768924,0.035856574,8.883076923,1.9,1.9,-0.2,-0.6,-0.8,0.028402367,0.609467456,0.762721893,0.18816568,0.168047337,0.120118343
Mark Scheifele,Houndoom,29.5,229,75,90,50,110,80,95,0.685258964,0.770916335,0.28685259,0.938247012,0.699203187,0.848605578,20.48641975,16.8,-4.8,5.1,-0.1,3.4,0.885207101,0.981656805,0.058579882,0.967455621,0.271597633,0.980473373
Mark Stone,Gyarados,65.5,130,95,125,79,60,100,81,0.890438247,0.960159363,0.675298805,0.458167331,0.892430279,0.693227092,19.37674419,5.9,4.1,0,1.3,1.5,0.815384615,0.827810651,0.918934911,0.461538462,0.90887574,0.84556213
Markus Niemelainen,Charmander,93,4,39,52,43,60,50,65,0.113545817,0.278884462,0.1812749,0.458167331,0.272908367,0.5,10.03913043,-0.8,-1.3,0,-0.3,0.5,0.071005917,0.258579882,0.228402367,0.461538462,0.214792899,0.595266272
Martin Fehervary,Jumpluff,38.4,189,75,55,70,55,85,110,0.685258964,0.304780876,0.571713147,0.388446215,0.772908367,0.948207171,20.00149254,-2.7,1.3,0.1,0,2,0.856804734,0.085798817,0.686982249,0.673372781,0.463905325,0.914792899
Martin Kaut,Ivysaur,55.1,2,60,62,63,80,80,60,0.446215139,0.38247012,0.466135458,0.695219124,0.699203187,0.446215139,10.40277778,-0.2,0.7,0.1,0.1,0.5,0.094674556,0.346745562,0.575147929,0.673372781,0.678698225,0.595266272
Martin Necas,Houndoom,89.2,229,75,90,50,110,80,95,0.685258964,0.770916335,0.28685259,0.938247012,0.699203187,0.848605578,18.41219512,4.1,-1.1,2.7,0.3,2.8,0.737278107,0.753846154,0.256804734,0.896449704,0.771005917,0.966272189
Mason Appleton,Poliwhirl,66.5,61,65,65,65,50,50,90,0.549800797,0.446215139,0.503984064,0.336653386,0.272908367,0.792828685,16.0195122,2.7,-0.1,0,-1,1.4,0.531360947,0.671005917,0.418343195,0.461538462,0.111242604,0.830769231
Mason Marchment,Venonat,81.2,48,60,55,50,40,55,45,0.446215139,0.304780876,0.28685259,0.199203187,0.344621514,0.260956175,15.70588235,-1.1,-1.1,-0.7,0,-0.1,0.50295858,0.21183432,0.256804734,0.087573964,0.463905325,0.340828402
Mason McTavish,Growlithe,63,58,55,70,45,70,50,60,0.358565737,0.501992032,0.211155378,0.603585657,0.272908367,0.446215139,15.3475,1.8,-2.5,0.7,0,-0.2,0.475739645,0.601775148,0.132544379,0.771597633,0.463905325,0.293491124
Mason Shaw,Marowak,52.3,105,60,80,110,50,80,45,0.446215139,0.625498008,0.920318725,0.336653386,0.699203187,0.260956175,11.28983051,0.5,2.5,-0.1,0.8,0,0.149112426,0.467455621,0.821301775,0.237869822,0.859171598,0.392307692
Matej Blumel,Bulbasaur,70.9,1,45,49,49,65,65,45,0.217131474,0.221115538,0.250996016,0.539840637,0.488047809,0.260956175,9.7,-0.1,-0.5,0,0,0,0.053254438,0.371005917,0.346153846,0.461538462,0.463905325,0.392307692
Mathew Barzal,Octillery,77.5,224,75,105,75,105,75,45,0.685258964,0.894422311,0.631474104,0.914342629,0.623505976,0.260956175,18.71896552,8.2,1.5,1.4,0,-0.6,0.770414201,0.875739645,0.718343195,0.829585799,0.463905325,0.160946746
Mathieu Joseph,Ledian,66.4,166,55,35,50,55,110,85,0.358565737,0.091633466,0.28685259,0.388446215,0.944223108,0.731075697,14.025,-2.9,0,0,0.2,1.9,0.358579882,0.071597633,0.441420118,0.461538462,0.739053254,0.904142012
Mathieu Olivier,Corsola,57.4,222,55,55,85,65,85,35,0.358565737,0.304780876,0.762948207,0.539840637,0.772908367,0.139442231,11.63030303,0.8,0.5,0,0.6,-1.5,0.171597633,0.505325444,0.535502959,0.461538462,0.831360947,0.038461538
Matias MacCelli,Qwilfish,58.8,211,65,95,75,55,55,85,0.549800797,0.820717131,0.631474104,0.388446215,0.344621514,0.731075697,15.68125,5.2,1.2,-0.9,-0.5,0.7,0.501775148,0.799408284,0.666272189,0.062721893,0.180473373,0.681656805
Mats Zuccarello,Yanma,40.8,193,65,65,45,75,45,95,0.549800797,0.446215139,0.211155378,0.647410359,0.195219124,0.848605578,20.18589744,1.2,-5,5.3,-0.1,1.9,0.868639053,0.54852071,0.053846154,0.972189349,0.271597633,0.904142012
Matt Benning,Poliwhirl,11.2,61,65,65,65,50,50,90,0.549800797,0.446215139,0.503984064,0.336653386,0.272908367,0.792828685,19.77922078,-4.4,3.3,-0.4,-1.1,3.1,0.84260355,0.025443787,0.879289941,0.138461538,0.099408284,0.975739645
Matt Boldy,Feraligatr,78.1,160,85,105,100,79,83,78,0.788844622,0.894422311,0.876494024,0.669322709,0.74501992,0.647410359,18.5,6.6,4.7,1,0.3,0.2,0.746745562,0.850295858,0.94556213,0.806508876,0.771005917,0.480473373
Matt Duchene,Weepinbell,49.8,70,65,90,50,85,45,55,0.549800797,0.770916335,0.28685259,0.752988048,0.195219124,0.38247012,18.2915493,5.9,-3.9,0.1,0,0.4,0.734911243,0.827810651,0.075739645,0.673372781,0.463905325,0.556213018
Matt Dumba,Wobbuffet,48.4,202,190,33,58,33,58,33,0.992031873,0.075697211,0.40438247,0.083665339,0.390438247,0.115537849,21.27721519,-3.8,1.4,-0.1,-0.3,-0.1,0.920710059,0.040236686,0.701183432,0.237869822,0.214792899,0.340828402
Matt Grzelcyk,Azumarill,55.1,184,100,50,80,50,80,50,0.922310757,0.249003984,0.709163347,0.336653386,0.699203187,0.324701195,17.26666667,-0.1,1.8,-0.7,0.4,-0.2,0.656804734,0.371005917,0.750295858,0.087573964,0.795266272,0.293491124
Matt Irwin,Bayleef,42.1,153,60,62,80,63,80,60,0.446215139,0.38247012,0.709163347,0.498007968,0.699203187,0.446215139,13.03770492,-3.4,3.2,0,0.9,0.7,0.287573964,0.059171598,0.872189349,0.461538462,0.868639053,0.681656805
Matt Kiersted,Wartortle,44.3,8,59,63,80,65,80,58,0.402390438,0.392430279,0.709163347,0.539840637,0.699203187,0.420318725,9.845,2.6,0.6,0,0.1,-0.1,0.057988166,0.66035503,0.555621302,0.461538462,0.678698225,0.340828402
Matt Luff,Charmander,73.5,4,39,52,43,60,50,65,0.113545817,0.278884462,0.1812749,0.458167331,0.272908367,0.5,9.878947368,-0.3,-0.5,0,0,0.4,0.059171598,0.326035503,0.346153846,0.461538462,0.463905325,0.556213018
Matt Martin,Wartortle,45.9,8,59,63,80,65,80,58,0.402390438,0.392430279,0.709163347,0.539840637,0.699203187,0.420318725,11.14814815,-3,1.9,0,0.2,0.5,0.13964497,0.067455621,0.762721893,0.461538462,0.739053254,0.595266272
Matt Nieto,Hitmonchan,79.6,107,50,105,79,35,110,76,0.28685259,0.894422311,0.675298805,0.119521912,0.944223108,0.639442231,13.52962963,4.2,1.2,-0.5,0.4,0.9,0.325443787,0.758579882,0.666272189,0.119526627,0.795266272,0.732544379
Matt Roy,Poliwrath,77.1,62,90,85,95,70,90,70,0.834661355,0.729083665,0.834661355,0.603585657,0.812749004,0.573705179,18.77560976,6.3,3.1,0,1.9,0.4,0.773964497,0.842011834,0.866863905,0.461538462,0.957988166,0.556213018
Matthew Tkachuk,Entei,50,244,115,115,85,90,75,100,0.966135458,0.938247012,0.762948207,0.796812749,0.623505976,0.896414343,20.43670886,24,1.2,4.2,-0.2,2.1,0.882840237,0.996449704,0.666272189,0.949704142,0.241420118,0.925443787
