Player,Pokémon,Sim_Score,#,HP,Attack,Defense,Special,Speed,HP_scale,Attack_scale,Defense_scale,Special_scale,Speed_scale,TOI_GP,xEVO_GAR,xEVD_GAR,xST_GAR,Pens_GAR,TOI_GP_scale,xEVO_GAR_scale,xEVD_GAR_scale,xST_GAR_scale,Pens_GAR_scale
Elias Pettersson,Kangaskhan,53.2,115,105,95,80,40,90,0.947019868,0.804635762,0.715231788,0.165562914,0.761589404,20.555,13.5,3.9,-1.8,6.1,0.889940828,0.96035503,0.91183432,0.067455621,0.998816568
Elliot Desnoyers,Farfetch'd,81.4,83,52,65,55,58,60,0.357615894,0.430463576,0.341059603,0.397350993,0.413907285,13.375,-0.5,-0.1,0,0.2,0.312426036,0.303550296,0.418343195,0.428994083,0.480473373
Elmer Soderblom,Kabuto,76.2,140,30,80,90,45,55,0.052980132,0.602649007,0.804635762,0.221854305,0.337748344,12.07142857,2.9,1.4,-0.3,-0.1,0.207100592,0.683431953,0.701183432,0.264497041,0.340828402
Emil Bemstrom,Mr. Mime,80.3,122,40,45,65,100,90,0.178807947,0.142384106,0.503311258,0.844370861,0.761589404,12.10909091,-1.1,0.4,0.7,1,0.21183432,0.21183432,0.513017751,0.682840237,0.761538462
Eric Robinson,Ponyta,66.3,77,50,85,55,65,90,0.321192053,0.715231788,0.341059603,0.490066225,0.761589404,13.94861111,1.6,-2.8,0,1.3,0.352662722,0.579881657,0.118343195,0.428994083,0.814792899
Eric Staal,Bellsprout,57.5,69,50,75,35,70,40,0.321192053,0.546357616,0.089403974,0.559602649,0.152317881,14.2375,6.1,-1.9,0,-0.8,0.381065089,0.834319527,0.175739645,0.428994083,0.120118343
Erik Brannstrom,Pinsir,58.6,127,65,125,100,55,85,0.602649007,0.963576159,0.894039735,0.367549669,0.698675497,16.11351351,3.6,5.6,-0.7,1.1,0.534911243,0.727810651,0.968639053,0.183431953,0.782840237
Erik Cernak,Poliwhirl,11.3,61,65,65,65,50,90,0.602649007,0.430463576,0.503311258,0.294701987,0.761589404,19.24428571,-3.5,3.8,-3.2,0.9,0.801183432,0.05443787,0.906508876,0.018343195,0.732544379
Erik Gudbranson,Jigglypuff,59.7,39,115,45,20,25,20,0.966887417,0.142384106,0.01986755,0.039735099,0.016556291,21.29857143,-7.9,-7.9,-0.3,-0.5,0.921893491,0.001183432,0.013017751,0.264497041,0.18816568
Erik Gustafsson (D),Kangaskhan,75.2,115,105,95,80,40,90,0.947019868,0.804635762,0.715231788,0.165562914,0.761589404,19.77285714,6.9,3.2,-0.7,1.5,0.840236686,0.855621302,0.872189349,0.171005917,0.84556213
Erik Haula,Porygon,82.7,137,65,60,70,75,40,0.602649007,0.341059603,0.586092715,0.609271523,0.152317881,16.63125,-0.2,1.2,0.3,-2,0.596449704,0.346745562,0.666272189,0.611242604,0.010650888
Erik Johnson,Pidgeotto,39,17,63,60,55,50,71,0.543046358,0.341059603,0.341059603,0.294701987,0.57615894,17.25396825,-4.5,-2.1,-2.4,0.3,0.655621302,0.023668639,0.166863905,0.039053254,0.520710059
Erik Karlsson,Magmar,14.1,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,25.62439024,23.9,-5.7,6,2.4,0.995266272,0.995266272,0.034319527,0.971597633,0.943786982
Esa Lindell,Mew,76.5,151,100,100,100,100,100,0.933774834,0.844370861,0.894039735,0.844370861,0.880794702,19.91707317,2.8,5.3,1.5,1.7,0.850887574,0.678106509,0.96035503,0.788757396,0.873964497
Ethan Bear,Kangaskhan,36.3,115,105,95,80,40,90,0.947019868,0.804635762,0.715231788,0.165562914,0.761589404,18.52786885,0.3,4.6,-1.3,1.1,0.749112426,0.437278107,0.940236686,0.104142012,0.782840237
Evan Bouchard,Moltres,81.1,146,90,100,90,125,90,0.864238411,0.844370861,0.804635762,0.970198675,0.761589404,18.51585366,6.2,3.5,3.4,0.7,0.747928994,0.838461538,0.892899408,0.919526627,0.681656805
Evan Rodrigues,Blastoise,79.5,9,79,83,100,85,78,0.741721854,0.67218543,0.894039735,0.715231788,0.622516556,17.86231884,2.6,5.3,2.3,0.8,0.710059172,0.66035503,0.96035503,0.860946746,0.707692308
Evander Kane,Grimer,80.8,88,80,80,50,40,25,0.778145695,0.602649007,0.264900662,0.165562914,0.033112583,18.70243902,1.7,-3.3,-0.7,-1,0.768047337,0.59112426,0.1,0.183431953,0.088757396
Evgeni Malkin,Flareon,65.1,136,65,130,60,110,65,0.602649007,0.983443709,0.430463576,0.907284768,0.466887417,18.5804878,8.7,-1.3,4.2,0,0.756213018,0.889940828,0.228402367,0.941420118,0.392307692
Evgeny Dadonov,Growlithe,67.7,58,55,70,45,50,60,0.387417219,0.496688742,0.185430464,0.294701987,0.413907285,14.72328767,3,-1.2,-1,0.1,0.426035503,0.692307692,0.243195266,0.131952663,0.437278107
Evgeny Kuznetsov,Jigglypuff,68.3,39,115,45,20,25,20,0.966887417,0.142384106,0.01986755,0.039735099,0.016556291,18.06049383,-3.6,-7.2,-2.2,-2,0.723076923,0.050295858,0.018934911,0.050887574,0.010650888
Evgeny Svechnikov,Dratini,76.9,147,41,64,45,50,50,0.225165563,0.387417219,0.185430464,0.294701987,0.284768212,10.74745763,0.6,-0.7,-0.2,-0.1,0.115976331,0.481656805,0.315976331,0.29704142,0.340828402
Fabian Zetterlund,Meowth,76.2,52,40,45,35,40,90,0.178807947,0.142384106,0.089403974,0.165562914,0.761589404,13.25671642,-3.3,-2.9,-0.4,0.6,0.30295858,0.063313609,0.115976331,0.238461538,0.638461538
Filip Chytil,Hitmonlee,75.4,106,50,120,53,35,87,0.321192053,0.953642384,0.304635762,0.109271523,0.721854305,14.68378378,5.8,-0.4,-0.6,1.2,0.421301775,0.823076923,0.359763314,0.204733728,0.798816568
Filip Forsberg,Primeape,55.2,57,65,105,60,60,95,0.602649007,0.88410596,0.430463576,0.42384106,0.82781457,17.458,8,-0.5,-1.3,2,0.676923077,0.869822485,0.346153846,0.104142012,0.914792899
Filip Hronek,Dewgong,56.2,87,90,70,80,95,70,0.864238411,0.496688742,0.715231788,0.78807947,0.536423841,21.6984375,-0.7,1.9,8.1,0.7,0.931360947,0.275739645,0.762721893,0.990532544,0.681656805
Filip Roos,Dragonair,75.8,148,61,84,65,70,70,0.533112583,0.685430464,0.503311258,0.559602649,0.536423841,16.22352941,1,1,0.2,0.5,0.54556213,0.527218935,0.626627219,0.573964497,0.595266272
Filip Zadina,Kabuto,66.8,140,30,80,90,45,55,0.052980132,0.602649007,0.804635762,0.221854305,0.337748344,13.09666667,0.9,1.6,-0.3,0,0.29112426,0.518343195,0.733727811,0.264497041,0.392307692
Frank Vatrano,Beedrill,67.4,15,65,80,40,45,75,0.602649007,0.602649007,0.132450331,0.221854305,0.59602649,16.67654321,0.2,-7.3,-0.4,0.1,0.598816568,0.421893491,0.017751479,0.238461538,0.437278107
Frederick Gaudreau,Jynx,78.1,124,65,50,35,95,95,0.602649007,0.231788079,0.089403974,0.78807947,0.82781457,16.04268293,-1.9,-1.4,0.9,1.2,0.532544379,0.138461538,0.219526627,0.708284024,0.798816568
Fredrik Olofsson,Horsea,70.6,116,30,40,70,70,60,0.052980132,0.089403974,0.586092715,0.559602649,0.413907285,10.20357143,-1,1.5,0,0.2,0.084023669,0.231360947,0.718343195,0.428994083,0.480473373
Gabriel Carlsson,Eevee,86.4,133,55,55,50,65,55,0.387417219,0.28807947,0.264900662,0.490066225,0.337748344,13.76666667,-0.8,-0.7,0,0.1,0.343195266,0.258579882,0.315976331,0.428994083,0.437278107
Gabriel Vilardi,Tauros,62.5,128,75,100,95,70,110,0.718543046,0.844370861,0.844370861,0.559602649,0.943708609,15.6031746,8.7,4.4,1,3.7,0.492307692,0.889940828,0.928402367,0.727218935,0.984615385
Garnet Hathaway,Dodrio,50.7,85,60,110,70,60,100,0.476821192,0.92384106,0.586092715,0.42384106,0.880794702,11.7952381,7.1,1.2,0.5,1.8,0.185798817,0.859763314,0.666272189,0.646153846,0.89112426
Gavin Bayreuther,Nidorino,76.8,33,61,72,57,55,65,0.533112583,0.523178808,0.38410596,0.367549669,0.466887417,15.94705882,0.1,-0.4,-0.5,0,0.521893491,0.408284024,0.359763314,0.220118343,0.392307692
Givani Smith,Bulbasaur,67,1,45,49,49,65,45,0.254966887,0.205298013,0.231788079,0.490066225,0.225165563,7.013888889,-1.4,-1,0,-0.6,0.003550296,0.184023669,0.266272189,0.428994083,0.160946746
Grigori Denisenko,Horsea,83.3,116,30,40,70,70,60,0.052980132,0.089403974,0.586092715,0.559602649,0.413907285,9.888888889,-2.9,0.5,0,-0.1,0.06035503,0.071597633,0.535502959,0.428994083,0.340828402
Guillaume Brisebois,Gloom,73.6,44,60,65,70,85,40,0.476821192,0.430463576,0.586092715,0.715231788,0.152317881,16.54117647,1,0,0.5,-0.4,0.581065089,0.527218935,0.441420118,0.646153846,0.219526627
Gustav Forsling,Machoke,63.9,67,80,100,70,50,45,0.778145695,0.844370861,0.586092715,0.294701987,0.225165563,23.43536585,9.8,0.1,-1,-0.4,0.970414201,0.921893491,0.463313609,0.131952663,0.219526627
Gustav Lindstrom,Bulbasaur,77.1,1,45,49,49,65,45,0.254966887,0.205298013,0.231788079,0.490066225,0.225165563,14.16944444,-1.4,-1.5,0,-1.1,0.366863905,0.184023669,0.210650888,0.428994083,0.072781065
Gustav Nyquist,Machop,89.9,66,70,80,50,35,35,0.678807947,0.602649007,0.264900662,0.109271523,0.105960265,17.61960784,2.2,-0.9,-2.4,-0.5,0.692307692,0.630177515,0.279881657,0.037869822,0.18816568
Hampus Lindholm,Exeggutor,57.2,103,95,95,85,125,55,0.917218543,0.804635762,0.768211921,0.970198675,0.337748344,23.1825,7.6,5.5,1.8,-0.8,0.964497041,0.865088757,0.966272189,0.826035503,0.120118343
Haydn Fleury,Voltorb,40.4,100,40,30,50,55,100,0.178807947,0.043046358,0.264900662,0.367549669,0.880794702,12.79310345,-3.7,1.3,-0.3,1.2,0.267455621,0.04556213,0.686982249,0.264497041,0.798816568
Henri Jokiharju,Wigglytuff,74,40,140,70,45,50,45,0.986754967,0.496688742,0.185430464,0.294701987,0.225165563,21.025,0.8,-0.6,-0.9,-0.4,0.905325444,0.505325444,0.332544379,0.149704142,0.219526627
Henry Thrun,Nidorina,69.1,30,70,62,67,55,56,0.678807947,0.367549669,0.543046358,0.367549669,0.374172185,19.8625,0,0,0,0.3,0.849704142,0.390532544,0.441420118,0.428994083,0.520710059
Hudson Fasching,Hitmonchan,74.4,107,50,105,79,35,76,0.321192053,0.88410596,0.678807947,0.109271523,0.612582781,12.48163265,5.5,1.1,-0.2,0.6,0.244970414,0.811242604,0.644970414,0.29704142,0.638461538
Hunter McKown,Ditto,81.1,132,48,48,48,48,48,0.284768212,0.19205298,0.218543046,0.245033113,0.258278146,12.225,-0.9,-0.4,-0.2,-0.2,0.228402367,0.247337278,0.359763314,0.29704142,0.293491124
Ian Cole,Omastar,45.1,139,70,60,125,115,55,0.678807947,0.341059603,0.98013245,0.927152318,0.337748344,19.38717949,-1.6,8.3,1.6,-2.1,0.817159763,0.159763314,0.992899408,0.808284024,0.007100592
Ian Mitchell,Psyduck,61.6,54,50,52,48,50,55,0.321192053,0.261589404,0.218543046,0.294701987,0.337748344,15.84,-0.7,-7.9,-0.4,0.1,0.517159763,0.275739645,0.013017751,0.238461538,0.437278107
Ilya Lyubushkin,Nidoran (F),77,29,55,47,52,40,41,0.387417219,0.178807947,0.298013245,0.165562914,0.178807947,15.00882353,-2,-1.9,-2.7,-0.7,0.449704142,0.129585799,0.175739645,0.031952663,0.139053254
Ilya Mikheyev,Electabuzz,80.4,125,65,83,57,85,105,0.602649007,0.67218543,0.38410596,0.715231788,0.92384106,16.91304348,4.6,-0.4,0.2,2.1,0.622485207,0.776331361,0.359763314,0.573964497,0.925443787
Isaak Phillips,Pidgeotto,82.3,17,63,60,55,50,71,0.543046358,0.341059603,0.341059603,0.294701987,0.57615894,15.4625,0,-1.6,-0.1,0.5,0.482840237,0.390532544,0.201775148,0.336094675,0.595266272
Isac Lundestrom,Voltorb,72.5,100,40,30,50,55,100,0.178807947,0.043046358,0.264900662,0.367549669,0.880794702,14.33442623,-2.9,-0.9,0,1.3,0.390532544,0.071597633,0.279881657,0.428994083,0.814792899
Ivan Barbashev,Magmar,55.5,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,16.76219512,6.6,-4.5,0.2,1.5,0.60591716,0.850295858,0.063905325,0.591715976,0.84556213
Ivan Provorov,Poliwhirl,33.6,61,65,65,65,50,90,0.602649007,0.430463576,0.503311258,0.294701987,0.761589404,23.02317073,-1,0.5,-2.6,1.6,0.962130178,0.231360947,0.535502959,0.034911243,0.859171598
J.T. Compher,Kangaskhan,65.6,115,105,95,80,40,90,0.947019868,0.804635762,0.715231788,0.165562914,0.761589404,20.5402439,4.9,3.8,-1.8,0.5,0.888757396,0.78816568,0.906508876,0.065088757,0.595266272
J.T. Miller,Seaking,59.2,119,80,92,65,80,68,0.778145695,0.778145695,0.503311258,0.655629139,0.496688742,20.67901235,3.3,-0.9,0.4,0.7,0.898224852,0.715384615,0.279881657,0.615384615,0.681656805
Jaccob Slavin,Mew,80.6,151,100,100,100,100,100,0.933774834,0.844370861,0.894039735,0.844370861,0.880794702,21.99736842,3.3,5.8,2.9,2.6,0.944378698,0.715384615,0.973964497,0.896449704,0.955029586
Jack Drury,Shellder,71.6,90,30,65,100,45,40,0.052980132,0.430463576,0.894039735,0.221854305,0.152317881,10.78421053,-0.9,3,-0.1,-0.4,0.121893491,0.247337278,0.860946746,0.336094675,0.219526627
Jack Eichel,Kangaskhan,55.6,115,105,95,80,40,90,0.947019868,0.804635762,0.715231788,0.165562914,0.761589404,18.76716418,13.9,1.5,-3.1,2.8,0.772781065,0.969230769,0.718343195,0.020118343,0.966272189
Jack Hughes,Mewtwo,60.2,150,106,110,90,154,130,0.960264901,0.92384106,0.804635762,1,0.986754967,19.96153846,13.8,0.5,2.6,4.8,0.85443787,0.967455621,0.535502959,0.880473373,0.99704142
Jack Johnson,Pidgeotto,29.6,17,63,60,55,50,71,0.543046358,0.341059603,0.341059603,0.294701987,0.57615894,19.14096386,-6.8,-1.6,-0.5,1.5,0.795266272,0.003550296,0.201775148,0.220118343,0.84556213
Jack McBain,Machop,55.5,66,70,80,50,35,35,0.678807947,0.602649007,0.264900662,0.109271523,0.105960265,13.98170732,1.7,-1.8,-0.9,-1.9,0.355029586,0.59112426,0.186390533,0.149704142,0.015384615
Jack Quinn,Hitmonchan,58.2,107,50,105,79,35,76,0.321192053,0.88410596,0.678807947,0.109271523,0.612582781,13.84666667,5.9,0.7,-2,2,0.347928994,0.827810651,0.575147929,0.056804734,0.914792899
Jack Rathbone,Charmeleon,84,5,58,64,58,65,80,0.417218543,0.387417219,0.397350993,0.490066225,0.649006623,14.23636364,0.3,-0.6,0.2,0.4,0.379881657,0.437278107,0.332544379,0.573964497,0.556213018
Jack Roslovic,Meowth,43.5,52,40,45,35,40,90,0.178807947,0.142384106,0.089403974,0.165562914,0.761589404,16.44675325,-1,-7.5,-2.2,1.4,0.569230769,0.231360947,0.016568047,0.047337278,0.830769231
Jack Studnicka,Vulpix,76.5,37,38,41,40,65,65,0.125827815,0.105960265,0.132450331,0.490066225,0.466887417,10.59375,-2.9,-3,0.5,-0.1,0.111242604,0.071597633,0.113017751,0.646153846,0.340828402
Jacob Bernard-Docker,Seel,73.6,86,65,45,55,70,45,0.602649007,0.142384106,0.341059603,0.559602649,0.225165563,16.01578947,-2.5,0.5,0.1,-0.2,0.530177515,0.099408284,0.535502959,0.526035503,0.293491124
Jacob Bryson,Charmeleon,55.4,5,58,64,58,65,80,0.417218543,0.387417219,0.397350993,0.490066225,0.649006623,14.59491525,-2.1,0.9,0,0.8,0.410650888,0.123076923,0.60887574,0.428994083,0.707692308
Jacob Larsson,Paras,74.1,46,35,70,55,55,25,0.099337748,0.496688742,0.341059603,0.367549669,0.033112583,11.97142857,0.5,0,0,-0.5,0.201183432,0.467455621,0.441420118,0.428994083,0.18816568
Jacob Lucchini,Horsea,69.6,116,30,40,70,70,60,0.052980132,0.089403974,0.586092715,0.559602649,0.413907285,11.67272727,-0.7,1.4,0.2,0,0.175147929,0.275739645,0.701183432,0.573964497,0.392307692
Jacob MacDonald,Seadra,59.1,117,55,65,95,95,85,0.387417219,0.430463576,0.844370861,0.78807947,0.698675497,12.03965517,-0.4,2.6,0.2,0.5,0.202366864,0.314201183,0.830177515,0.573964497,0.595266272
Jacob Middleton,Poliwhirl,27.7,61,65,65,65,50,90,0.602649007,0.430463576,0.503311258,0.294701987,0.761589404,19.03544304,-5,2.1,-0.1,1.2,0.790532544,0.015384615,0.782248521,0.336094675,0.798816568
Jacob Peterson,Butterfree,68.8,12,60,45,50,80,70,0.476821192,0.142384106,0.264900662,0.655629139,0.536423841,17.44166667,-0.7,-1.5,1.1,0.3,0.673372781,0.275739645,0.210650888,0.737278107,0.520710059
Jacob Trouba,Nidorina,53.1,30,70,62,67,55,56,0.678807947,0.367549669,0.543046358,0.367549669,0.374172185,21.20365854,0,0.6,-1,0.3,0.913609467,0.390532544,0.555621302,0.131952663,0.520710059
Jaden Schwartz,Marowak,58.9,105,60,80,110,50,45,0.476821192,0.602649007,0.933774834,0.294701987,0.225165563,17.42394366,1,4,-1.3,0,0.669822485,0.527218935,0.915384615,0.10887574,0.392307692
Jake Bean,Seel,77.3,86,65,45,55,70,45,0.602649007,0.142384106,0.341059603,0.559602649,0.225165563,15.70714286,-1.4,0.3,0.4,-0.3,0.504142012,0.184023669,0.493491124,0.626627219,0.253254438
Jake Christiansen,Charmeleon,64,5,58,64,58,65,80,0.417218543,0.387417219,0.397350993,0.490066225,0.649006623,15.22083333,-1,1,0,0.7,0.467455621,0.231360947,0.626627219,0.428994083,0.681656805
Jake Debrusk,Moltres,58.8,146,90,100,90,125,90,0.864238411,0.844370861,0.804635762,0.970198675,0.761589404,16.8,13.5,4.6,3.2,1.5,0.612426036,0.96035503,0.940236686,0.910059172,0.84556213
Jake Evans,Seadra,54.2,117,55,65,95,95,85,0.387417219,0.430463576,0.844370861,0.78807947,0.698675497,14.49074074,-1.7,2.1,0.2,0.7,0.4,0.152662722,0.782248521,0.573964497,0.681656805
Jake Guentzel,Magmar,37.8,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,20.11538462,9.1,-5.9,1.7,1.8,0.859171598,0.901775148,0.027810651,0.815976331,0.89112426
Jake Leschyshyn,Vulpix,85,37,38,41,40,65,65,0.125827815,0.105960265,0.132450331,0.490066225,0.466887417,9.128571429,-3.3,-1.8,0.1,0.4,0.037869822,0.063313609,0.186390533,0.526035503,0.556213018
Jake Livingstone,Eevee,83.8,133,55,55,50,65,55,0.387417219,0.28807947,0.264900662,0.490066225,0.337748344,15.44,0,-0.8,0,-0.1,0.481656805,0.390532544,0.297633136,0.428994083,0.340828402
Jake McCabe,Articuno,76.3,144,90,85,100,125,85,0.864238411,0.715231788,0.894039735,0.970198675,0.698675497,19.47763158,2.3,3.7,1.9,1.4,0.824852071,0.637869822,0.901775148,0.837278107,0.830769231
Jake Muzzin,Ivysaur,81.2,2,60,62,63,80,60,0.476821192,0.367549669,0.463576159,0.655629139,0.413907285,16.7,-0.3,0,0.2,-0.1,0.602366864,0.326035503,0.441420118,0.573964497,0.340828402
Jake Neighbours,Charmeleon,70.3,5,58,64,58,65,80,0.417218543,0.387417219,0.397350993,0.490066225,0.649006623,12.42790698,0,-1.1,0.2,0.5,0.240236686,0.390532544,0.256804734,0.573964497,0.595266272
Jake Sanderson,Ninetales,45.6,38,73,76,75,100,100,0.701986755,0.562913907,0.639072848,0.844370861,0.880794702,21.92077922,-0.5,2.1,0.9,4.1,0.93964497,0.303550296,0.782248521,0.715976331,0.989940828
Jake Walman,Kangaskhan,61.1,115,105,95,80,40,90,0.947019868,0.804635762,0.715231788,0.165562914,0.761589404,19.71904762,9.2,7.6,-0.7,1.1,0.839053254,0.904142012,0.986982249,0.171005917,0.782840237
Jakob Chychrun,Vaporeon,44.8,134,130,65,60,110,65,0.976821192,0.430463576,0.430463576,0.907284768,0.466887417,22.70416667,2.3,-0.2,3.3,-0.9,0.958579882,0.637869822,0.398224852,0.914201183,0.10295858
Jakob Pelletier,Ivysaur,76.7,2,60,62,63,80,60,0.476821192,0.367549669,0.463576159,0.655629139,0.413907285,14.18333333,-0.2,-0.3,1.5,0.2,0.369230769,0.346745562,0.378106509,0.788757396,0.480473373
Jakob Silfverberg,Cubone,81.1,104,50,50,95,40,35,0.321192053,0.231788079,0.844370861,0.165562914,0.105960265,15.17654321,-0.9,2.8,-1.8,-0.9,0.463905325,0.247337278,0.846745562,0.067455621,0.10295858
Jakub Lauko,Dugtrio,54.7,51,35,80,50,70,120,0.099337748,0.602649007,0.264900662,0.559602649,0.970198675,8.860869565,2.4,0.5,0.1,1,0.026035503,0.646153846,0.535502959,0.526035503,0.761538462
Jakub Voracek,Butterfree,75.9,12,60,45,50,80,70,0.476821192,0.142384106,0.264900662,0.655629139,0.536423841,15.96363636,-0.6,-2.6,0.5,0.4,0.523076923,0.292307692,0.128402367,0.646153846,0.556213018
Jakub Vrana,Weepinbell,59,70,65,90,50,85,55,0.602649007,0.754966887,0.264900662,0.715231788,0.337748344,14.552,3.8,-3.4,1.9,-0.5,0.40591716,0.737278107,0.095266272,0.837278107,0.18816568
Jakub Zboril,Charmeleon,74.8,5,58,64,58,65,80,0.417218543,0.387417219,0.397350993,0.490066225,0.649006623,13.24545455,-0.1,-1,0.2,0.4,0.299408284,0.371005917,0.266272189,0.573964497,0.556213018
Jalen Chatfield,Weezing,58.8,110,65,90,120,85,60,0.602649007,0.754966887,0.970198675,0.715231788,0.413907285,14.12435897,2.2,3.2,1.7,-0.2,0.365680473,0.630177515,0.872189349,0.815976331,0.293491124
James Hamblin,Horsea,72.9,116,30,40,70,70,60,0.052980132,0.089403974,0.586092715,0.559602649,0.413907285,8.86,-0.9,0.2,0.1,-0.2,0.024852071,0.247337278,0.479289941,0.526035503,0.293491124
James Van Riemsdyk,Graveler,72.2,75,55,95,115,45,35,0.387417219,0.804635762,0.953642384,0.221854305,0.105960265,15.35409836,3.2,2.7,-1.7,-1.2,0.476923077,0.708284024,0.839053254,0.072189349,0.061538462
Jamie Benn,Raichu,51.5,26,60,90,55,90,100,0.476821192,0.754966887,0.341059603,0.758278146,0.880794702,15.78414634,8.4,-4.5,6.4,1.7,0.512426036,0.879881657,0.063905325,0.975147929,0.873964497
Jamie Drysdale,Nidorina,91.2,30,70,62,67,55,56,0.678807947,0.367549669,0.543046358,0.367549669,0.374172185,17.625,-0.2,0.1,0,0,0.693491124,0.346745562,0.463313609,0.428994083,0.392307692
Jamie Oleksiak,Rhydon,73.2,112,105,130,120,45,40,0.947019868,0.983443709,0.970198675,0.221854305,0.152317881,19.25333333,11.5,2.5,-0.7,-0.4,0.802366864,0.943195266,0.821301775,0.171005917,0.219526627
Jan Rutta,Exeggcute,61,102,60,40,80,60,40,0.476821192,0.089403974,0.715231788,0.42384106,0.152317881,17.11964286,-1.5,2,0.2,-0.1,0.644970414,0.170414201,0.773964497,0.573964497,0.340828402
Jani Hakanpaa,Weepinbell,66.5,70,65,90,50,85,55,0.602649007,0.754966887,0.264900662,0.715231788,0.337748344,19.3304878,2.6,-0.7,2.2,-0.1,0.810650888,0.66035503,0.315976331,0.856213018,0.340828402
Janis Moser,Poliwhirl,35.2,61,65,65,65,50,90,0.602649007,0.430463576,0.503311258,0.294701987,0.761589404,21.05121951,-0.7,1.5,-3,1.2,0.906508876,0.275739645,0.718343195,0.025443787,0.798816568
Jansen Harkins,Kabuto,69.6,140,30,80,90,45,55,0.052980132,0.602649007,0.804635762,0.221854305,0.337748344,10.81818182,2.4,2.3,0,-0.4,0.123076923,0.646153846,0.800591716,0.428994083,0.219526627
Jared McCann,Rapidash,49.7,78,65,100,70,80,105,0.602649007,0.844370861,0.586092715,0.655629139,0.92384106,16.33291139,23.4,2.7,3,2.9,0.558579882,0.99408284,0.839053254,0.9,0.970414201
Jared Spurgeon,Mew,85.9,151,100,100,100,100,100,0.933774834,0.844370861,0.894039735,0.844370861,0.880794702,21.81265823,8.9,8.6,1.3,2,0.937278107,0.896449704,0.994674556,0.767455621,0.914792899
Jaret Anderson-Dolan,Goldeen,64,118,45,67,60,50,63,0.254966887,0.470198675,0.430463576,0.294701987,0.443708609,10.6173913,1.9,0.4,-0.2,0.6,0.113609467,0.609467456,0.513017751,0.29704142,0.638461538
Jarred Tinordi,Tangela,66.8,114,65,55,115,100,60,0.602649007,0.28807947,0.953642384,0.844370861,0.413907285,16.45681818,-2.2,2.2,1.3,0.3,0.572781065,0.118343195,0.79112426,0.767455621,0.520710059
Jason Dickinson,Cubone,73.5,104,50,50,95,40,35,0.321192053,0.231788079,0.844370861,0.165562914,0.105960265,15.93974359,-1.5,3.1,-0.7,-0.5,0.520710059,0.170414201,0.866863905,0.171005917,0.18816568
Jason Robertson,Dragonite,81,149,91,134,95,100,80,0.900662252,1,0.844370861,0.844370861,0.649006623,18.83902439,22.3,5.4,2.4,0.7,0.779881657,0.992899408,0.963313609,0.866863905,0.681656805
Jason Zucker,Primeape,62.7,57,65,105,60,60,95,0.602649007,0.88410596,0.430463576,0.42384106,0.82781457,15.65641026,13.8,-0.8,-0.5,2.3,0.498224852,0.967455621,0.297633136,0.220118343,0.939053254
Jaycob Megna,Tangela,60.7,114,65,55,115,100,60,0.602649007,0.28807947,0.953642384,0.844370861,0.413907285,18.86666667,-2,3.1,2.1,0.5,0.782248521,0.129585799,0.866863905,0.850887574,0.595266272
Jayson Megna,Magikarp,62.8,129,20,10,55,20,80,0.013245033,0.013245033,0.341059603,0.013245033,0.649006623,10.00545455,-1.7,0,-1.1,0.1,0.068639053,0.152662722,0.441420118,0.120118343,0.437278107
Jean-Gabriel Pageau,Golbat,84,42,75,80,70,75,90,0.718543046,0.602649007,0.586092715,0.609271523,0.761589404,17.61285714,1.2,1,0.2,0.6,0.689940828,0.54852071,0.626627219,0.553254438,0.638461538
Jean-Luc Foudy,Squirtle,69.4,7,44,48,65,50,43,0.231788079,0.19205298,0.503311258,0.294701987,0.19205298,10.03333333,-0.4,-0.2,-0.1,-0.2,0.069822485,0.314201183,0.398224852,0.336094675,0.293491124
Jeff Carter,Squirtle,72.8,7,44,48,65,50,43,0.231788079,0.19205298,0.503311258,0.294701987,0.19205298,13.70632911,-2.8,0.5,-0.5,-1.4,0.338461538,0.078698225,0.535502959,0.213017751,0.046745562
Jeff Petry,Lickitung,63.3,108,90,55,75,60,30,0.864238411,0.28807947,0.639072848,0.42384106,0.062913907,22.34262295,-0.7,1.3,0.7,-0.6,0.952662722,0.275739645,0.686982249,0.682840237,0.160946746
Jeff Skinner,Magmar,41.6,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,17.39746835,17.8,-6.2,0.8,3.4,0.665088757,0.985798817,0.024852071,0.701183432,0.980473373
Jeremy Lauzon,Metapod,55.1,11,50,20,55,25,30,0.321192053,0.023178808,0.341059603,0.039735099,0.062913907,16.84179104,-2.6,0.4,-1.6,-1.3,0.616568047,0.092307692,0.513017751,0.078106509,0.055029586
Jesper Boqvist,Hitmonchan,46.2,107,50,105,79,35,76,0.321192053,0.88410596,0.678807947,0.109271523,0.612582781,11.60571429,2.8,2.7,-0.3,1.5,0.170414201,0.678106509,0.839053254,0.264497041,0.84556213
Jesper Bratt,Magmar,59.9,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,17.36707317,16.9,-0.1,5.8,1.3,0.659171598,0.983431953,0.418343195,0.969822485,0.814792899
