Player,Pokémon,Sim_Score,#,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,HP_scale,Attack_scale,Defense_scale,Sp. Attack_scale,Sp. Defense_scale,Speed_scale,TOI_GP,xEVO_GAR,xEVD_GAR,xPPO_GAR,xSHD_GAR,Pens_GAR,TOI_GP_scale,xEVO_GAR_scale,xEVD_GAR_scale,xPPO_GAR_scale,xSHD_GAR_scale,Pens_GAR_scale
Justin Barron,Roselia,65.2,315,50,60,45,100,80,65,0.287917738,0.356041131,0.21722365,0.877892031,0.710796915,0.529562982,16.3025641,0.4,-1.7,0.8,0.4,0.3,0.556213018,0.452071006,0.195266272,0.783431953,0.795266272,0.520710059
Justin Braun,Dustox,60.3,269,60,50,70,50,90,65,0.44344473,0.251928021,0.582262211,0.318766067,0.823907455,0.529562982,14.98431373,-4.1,1.8,0,0.1,0.2,0.447337278,0.031952663,0.750295858,0.461538462,0.678698225,0.480473373
Justin Danforth,Farfetch'd,72.3,83,52,65,55,58,62,60,0.334190231,0.433161954,0.359897172,0.406169666,0.46529563,0.466580977,13.38333333,1.2,0,0,0.1,0.2,0.314792899,0.54852071,0.441420118,0.461538462,0.678698225,0.480473373
Justin Faulk,Lanturn,32.5,171,125,58,58,76,76,67,0.971722365,0.329048843,0.399742931,0.66066838,0.668380463,0.562982005,23.37682927,3,-5.3,0.3,0.2,0,0.966863905,0.692307692,0.046153846,0.717751479,0.739053254,0.392307692
Justin Holl,Umbreon,62.9,197,95,65,110,60,130,65,0.88688946,0.433161954,0.920308483,0.447300771,0.974293059,0.529562982,20.2425,-1,2.5,0,0.7,0.9,0.873372781,0.231360947,0.821301775,0.461538462,0.846745562,0.732544379
Justin Kirkland,Sableye,58.2,302,50,75,75,65,65,50,0.287917738,0.559125964,0.638817481,0.528277635,0.51285347,0.33033419,7.214285714,0.4,0.5,0,0,0.2,0.00591716,0.452071006,0.535502959,0.461538462,0.463905325,0.480473373
Justin Schultz,Porygon,63.1,137,65,60,70,85,75,40,0.551413882,0.356041131,0.582262211,0.741645244,0.641388175,0.195372751,17.79041096,-1.5,0,1.4,0.1,-1.3,0.706508876,0.170414201,0.441420118,0.829585799,0.678698225,0.055029586
Juuso Parssinen,Raticate,71,20,55,81,60,50,70,97,0.359897172,0.654241645,0.438303342,0.318766067,0.580976864,0.877892031,14.33333333,1.3,0.8,0,0,1.2,0.389349112,0.559763314,0.593491124,0.461538462,0.463905325,0.798816568
Juuso Valimaki,Forretress,41.3,205,75,90,140,60,60,40,0.70437018,0.755784062,0.974293059,0.447300771,0.429305913,0.195372751,18.17564103,1,8.2,0.3,-0.9,-1,0.731360947,0.527218935,0.991715976,0.717751479,0.123668639,0.088757396
K'Andre Miller,Lapras,80,131,130,85,80,85,95,60,0.976863753,0.708226221,0.705655527,0.741645244,0.856041131,0.466580977,21.95696203,4,1.5,0.6,1.9,-0.2,0.942011834,0.74852071,0.718343195,0.75739645,0.957988166,0.293491124
Kaapo Kakko,Hitmonchan,65.2,107,50,105,79,35,110,76,0.287917738,0.883033419,0.673521851,0.116966581,0.935732648,0.66966581,15.30731707,8.2,1.3,-0.9,0.6,1.8,0.473964497,0.875739645,0.686982249,0.062721893,0.831360947,0.89112426
Kaedan Korczak,Castform,85.3,351,70,70,70,70,70,70,0.633676093,0.492287918,0.582262211,0.587403599,0.580976864,0.606683805,17.57,0.6,0.8,0,0.1,0.6,0.686390533,0.481656805,0.593491124,0.461538462,0.678698225,0.638461538
Kaiden Guhle,Tangela,38.6,114,65,55,115,100,40,60,0.551413882,0.304627249,0.933161954,0.877892031,0.145244216,0.466580977,20.51590909,-1.1,2.4,0.1,-2.9,0.8,0.886390533,0.21183432,0.810650888,0.673372781,0.026627219,0.707692308
Kailer Yamamoto,Blastoise,72.6,9,79,83,100,85,105,78,0.732647815,0.66966581,0.87403599,0.741645244,0.916452442,0.674807198,16.57758621,3.2,1.2,0.2,1.2,0.6,0.590532544,0.708284024,0.666272189,0.70295858,0.899408284,0.638461538
Kale Clague,Spinda,89,327,60,60,60,60,60,60,0.44344473,0.356041131,0.438303342,0.447300771,0.429305913,0.466580977,15.1030303,-0.1,-0.3,0,0,-0.1,0.45443787,0.371005917,0.378106509,0.461538462,0.463905325,0.340828402
Karson Kuhlman,Skiploom,59.9,188,55,45,50,45,65,80,0.359897172,0.179948586,0.290488432,0.254498715,0.51285347,0.700514139,11.85319149,-1.5,0,0,0.1,0.9,0.191715976,0.170414201,0.441420118,0.461538462,0.678698225,0.732544379
Kasperi Kapanen,Cacnea,74.2,331,50,85,40,85,40,35,0.287917738,0.708226221,0.152956298,0.741645244,0.145244216,0.14781491,13.68333333,4.4,-4.6,1.2,-0.3,-0.1,0.337278107,0.767455621,0.061538462,0.818934911,0.214792899,0.340828402
Keegan Kolesar,Mawile,74.9,303,50,85,85,55,55,50,0.287917738,0.708226221,0.759640103,0.377892031,0.357326478,0.33033419,11.47432432,2.7,2.2,0,0,0.2,0.158579882,0.671005917,0.79112426,0.461538462,0.463905325,0.480473373
Kent Johnson,Charmeleon,78.9,5,58,64,58,80,65,80,0.38688946,0.401028278,0.399742931,0.686375321,0.51285347,0.700514139,14.5164557,1.1,-0.2,1.6,0,0.9,0.402366864,0.537869822,0.398224852,0.84260355,0.463905325,0.732544379
Kevin Bahl,Kecleon,84.1,352,60,90,70,60,120,40,0.44344473,0.755784062,0.582262211,0.447300771,0.960154242,0.195372751,14.02142857,2.1,0.6,0,1.6,-0.8,0.35739645,0.622485207,0.555621302,0.461538462,0.936686391,0.120118343
Kevin Fiala,Weepinbell,60.3,70,65,90,50,85,45,55,0.551413882,0.755784062,0.290488432,0.741645244,0.20437018,0.403598972,17.5942029,2.9,-2.2,0.6,0,-0.2,0.687573964,0.683431953,0.159763314,0.75739645,0.463905325,0.293491124
Kevin Gravel,Ledian,71.6,166,55,35,50,55,110,85,0.359897172,0.088688946,0.290488432,0.377892031,0.935732648,0.757069409,14.26956522,-2.8,0,0,0.3,0.6,0.383431953,0.078698225,0.441420118,0.461538462,0.771005917,0.638461538
Kevin Hayes,Beautifly,61.4,267,60,70,50,90,50,65,0.44344473,0.492287918,0.290488432,0.786632391,0.277634961,0.529562982,17.5617284,0.3,-2.8,2.6,-0.2,0.6,0.685207101,0.437278107,0.118343195,0.89112426,0.241420118,0.638461538
Kevin Labanc,Sudowoodo,61.8,185,70,100,115,30,65,30,0.633676093,0.848329049,0.933161954,0.068123393,0.51285347,0.096401028,14.32638889,9.7,1.7,-1.2,0,-2.6,0.38816568,0.918343195,0.742011834,0.04260355,0.463905325,0.003550296
Kevin Rooney,Staryu,53.4,120,30,45,55,70,55,85,0.039845758,0.179948586,0.359897172,0.587403599,0.357326478,0.757069409,8.864705882,-1.1,0.5,0,0.1,0.7,0.027218935,0.21183432,0.535502959,0.461538462,0.678698225,0.681656805
Kevin Shattenkirk,Rhyhorn,62.6,111,80,85,95,30,30,25,0.764781491,0.708226221,0.834190231,0.068123393,0.061696658,0.059125964,19.27333333,1,2.4,-0.1,-0.1,-1.9,0.803550296,0.527218935,0.810650888,0.237869822,0.271597633,0.015384615
Kevin Stenlund,Nincada,81.1,290,31,45,90,30,30,40,0.053984576,0.179948586,0.800771208,0.068123393,0.061696658,0.195372751,11.63333333,-2,3.4,-0.4,-0.8,-0.8,0.172781065,0.129585799,0.885798817,0.138461538,0.138461538,0.120118343
Kiefer Sherwood,Gloom,78.1,44,60,65,70,85,75,40,0.44344473,0.433161954,0.582262211,0.741645244,0.641388175,0.195372751,13.590625,0.3,1,0.5,0,-0.7,0.330177515,0.437278107,0.626627219,0.74556213,0.463905325,0.139053254
Kieffer Bellows,Goldeen,71,118,45,67,60,35,50,63,0.210796915,0.460154242,0.438303342,0.116966581,0.277634961,0.498714653,9.689285714,0.4,0.4,-0.2,0,0.4,0.052071006,0.452071006,0.513017751,0.18816568,0.463905325,0.556213018
Kirby Dach,Porygon2,96.2,233,85,80,90,105,95,60,0.809768638,0.620822622,0.800771208,0.912596401,0.856041131,0.466580977,18.49482759,2.6,2.4,4.2,0.5,0.2,0.74556213,0.66035503,0.810650888,0.949704142,0.815384615,0.480473373
Kirill Kaprizov,Slaking,75.8,289,150,160,100,95,65,100,0.98714653,0.997429306,0.87403599,0.831619537,0.51285347,0.903598972,21.10895522,7.9,4.8,6.2,0,2.8,0.911242604,0.868047337,0.950295858,0.980473373,0.463905325,0.966272189
Kirill Marchenko,Blaziken,66.1,257,80,120,70,110,70,80,0.764781491,0.935732648,0.582262211,0.935732648,0.580976864,0.700514139,16.18983051,5.9,1.5,3.2,0,0.8,0.542011834,0.827810651,0.718343195,0.917159763,0.463905325,0.707692308
Klim Kostin,Ponyta,75.8,77,50,85,55,65,65,90,0.287917738,0.708226221,0.359897172,0.528277635,0.51285347,0.80848329,10.05964912,4.3,-0.5,0,0,1.1,0.073372781,0.762721893,0.346153846,0.461538462,0.463905325,0.782840237
Kris Letang,Houndoom,50.3,229,75,90,50,110,80,95,0.70437018,0.755784062,0.290488432,0.935732648,0.710796915,0.857326478,24.8578125,4.1,-2,6,2.4,1.1,0.989349112,0.753846154,0.169822485,0.977514793,0.977514793,0.782840237
Kurtis MacDermid,Oddish,48.7,43,45,50,55,75,65,30,0.210796915,0.251928021,0.359897172,0.643958869,0.51285347,0.096401028,8.331818182,0.1,-1.8,0,0.2,-1.9,0.015384615,0.408284024,0.186390533,0.461538462,0.739053254,0.015384615
Kyle Burroughs,Altaria,80.4,334,75,70,90,70,105,80,0.70437018,0.492287918,0.800771208,0.587403599,0.916452442,0.700514139,17.3625,0,1.4,0,1.2,0.6,0.657988166,0.390532544,0.701183432,0.461538462,0.899408284,0.638461538
Kyle Capobianco,Mawile,69.2,303,50,85,85,55,55,50,0.287917738,0.708226221,0.759640103,0.377892031,0.357326478,0.33033419,12.32857143,1.4,0.8,-0.1,0,-0.1,0.234319527,0.568047337,0.593491124,0.237869822,0.463905325,0.340828402
Kyle Connor,Beedrill,46.7,15,65,80,40,45,80,75,0.551413882,0.620822622,0.152956298,0.254498715,0.710796915,0.656812339,20.52926829,8.4,-2.7,-0.1,0.5,0.5,0.887573964,0.879881657,0.123076923,0.237869822,0.815384615,0.595266272
Kyle Okposo,Onix,49.5,95,35,45,160,30,45,70,0.073264781,0.179948586,0.985861183,0.068123393,0.20437018,0.606683805,14.668,-3.9,2.7,-1.1,-0.3,0.2,0.420118343,0.035502959,0.839053254,0.049112426,0.214792899,0.480473373
Kyle Palmieri,Ninjask,55.8,291,61,90,45,50,50,160,0.498714653,0.755784062,0.21722365,0.318766067,0.277634961,0.997429306,17.09818182,7,-1.3,-0.7,-0.3,1,0.640236686,0.85739645,0.228402367,0.087573964,0.214792899,0.761538462
Lane Pederson,Mudkip,71.9,258,50,70,50,50,50,40,0.287917738,0.492287918,0.290488432,0.318766067,0.277634961,0.195372751,11.92592593,2,-1.4,-0.1,0,-0.6,0.198816568,0.615384615,0.219526627,0.237869822,0.463905325,0.160946746
Lars Eller,Lileep,54.2,345,66,41,77,61,87,23,0.59125964,0.150385604,0.659383033,0.48714653,0.800771208,0.047557841,14.79166667,-1.8,3.8,-0.1,0.7,-2,0.431952663,0.14556213,0.906508876,0.237869822,0.846745562,0.010650888
Laurent Dauphin,Squirtle,78,7,44,48,65,50,64,43,0.183804627,0.21722365,0.516709512,0.318766067,0.475578406,0.233933162,10.45714286,-0.2,0.4,0,0,-0.6,0.100591716,0.346745562,0.513017751,0.461538462,0.463905325,0.160946746
Lawrence Pilut,Medicham,70.4,308,60,60,75,60,75,80,0.44344473,0.356041131,0.638817481,0.447300771,0.641388175,0.700514139,12.84705882,0.4,1,0,0.6,0.9,0.271005917,0.452071006,0.626627219,0.461538462,0.831360947,0.732544379
Lawson Crouse,Weepinbell,28.1,70,65,90,50,85,45,55,0.551413882,0.755784062,0.290488432,0.741645244,0.20437018,0.403598972,17.75714286,7.4,0.7,3.4,-4.5,-1.6,0.701775148,0.862721893,0.575147929,0.923076923,0.003550296,0.027810651
Leon Draisaitl,Sharpedo,57.4,319,70,120,40,95,40,95,0.633676093,0.935732648,0.152956298,0.831619537,0.145244216,0.857326478,21.73375,13.6,-3.2,22,-0.2,2.1,0.933727811,0.963313609,0.105325444,1,0.241420118,0.925443787
Liam Foudy,Delibird,83.3,225,45,55,45,65,45,75,0.210796915,0.304627249,0.21722365,0.528277635,0.20437018,0.656812339,12.13548387,0.3,-0.8,0,-0.4,0.9,0.216568047,0.437278107,0.297633136,0.461538462,0.192899408,0.732544379
Liam O'Brien,Nosepass,62.6,299,30,45,135,45,90,30,0.039845758,0.179948586,0.966580977,0.254498715,0.823907455,0.096401028,11.41785714,-2.5,2.2,0,1.7,-1.2,0.156213018,0.099408284,0.79112426,0.461538462,0.944970414,0.061538462
Libor Hajek,Squirtle,80.6,7,44,48,65,50,64,43,0.183804627,0.21722365,0.516709512,0.318766067,0.475578406,0.233933162,13.25625,-0.7,0.3,0,0,-0.2,0.301775148,0.275739645,0.493491124,0.461538462,0.463905325,0.293491124
Logan Brown,Baltoy,85.2,343,40,40,55,40,70,55,0.138817481,0.12596401,0.359897172,0.185089974,0.580976864,0.403598972,10.40333333,-1.6,-0.6,-0.2,0,-0.2,0.095857988,0.159763314,0.332544379,0.18816568,0.463905325,0.293491124
Logan Couture,Grimer,69.3,88,80,80,50,40,50,25,0.764781491,0.620822622,0.290488432,0.185089974,0.277634961,0.059125964,19.13170732,6.6,-1.8,-0.4,-0.3,-0.6,0.79408284,0.850295858,0.186390533,0.138461538,0.214792899,0.160946746
Logan O'Connor,Togetic,68.7,176,55,40,85,80,105,40,0.359897172,0.12596401,0.759640103,0.686375321,0.916452442,0.195372751,14.20487805,-2.3,4.5,0,1.9,-0.4,0.373964497,0.113017751,0.933136095,0.461538462,0.957988166,0.219526627
Logan Stanley,Drowzee,60.3,96,60,48,45,43,90,42,0.44344473,0.21722365,0.21722365,0.227506427,0.823907455,0.228791774,13.71578947,0.3,-1.4,0,0.9,-0.6,0.33964497,0.437278107,0.219526627,0.461538462,0.868639053,0.160946746
Lucas Raymond,Plusle,62.6,311,60,50,40,85,75,95,0.44344473,0.251928021,0.152956298,0.741645244,0.641388175,0.857326478,17.37567568,-0.6,-1.8,2.8,0,1.9,0.662721893,0.292307692,0.186390533,0.9,0.463905325,0.904142012
Lukas Reichel,Machoke,56.9,67,80,100,70,50,60,45,0.764781491,0.848329049,0.582262211,0.318766067,0.429305913,0.26092545,16.36521739,3.4,0.3,-0.9,0,-0.1,0.563313609,0.721301775,0.493491124,0.062721893,0.463905325,0.340828402
Lukas Sedlak,Kabuto,70.7,140,30,80,90,55,45,55,0.039845758,0.620822622,0.800771208,0.377892031,0.20437018,0.403598972,12.20333333,1.2,1.9,0,-0.8,0.4,0.223668639,0.54852071,0.762721893,0.461538462,0.138461538,0.556213018
Luke Evangelista,Beedrill,57.5,15,65,80,40,45,80,75,0.551413882,0.620822622,0.152956298,0.254498715,0.710796915,0.656812339,16.575,4.5,-0.8,-0.5,0,0.4,0.589349112,0.772189349,0.297633136,0.119526627,0.463905325,0.556213018
Luke Glendening,Ledian,70.7,166,55,35,50,55,110,85,0.359897172,0.088688946,0.290488432,0.377892031,0.935732648,0.757069409,12.06285714,-5.5,-0.1,0,0.4,1.2,0.204733728,0.010059172,0.418343195,0.461538462,0.795266272,0.798816568
Luke Kunin,Mareep,54.7,179,55,40,40,65,45,35,0.359897172,0.12596401,0.152956298,0.528277635,0.20437018,0.14781491,15.43870968,-2.4,-0.2,0.7,-1.3,-0.6,0.480473373,0.107100592,0.398224852,0.771597633,0.080473373,0.160946746
Luke Schenn,Whismur,82.8,293,64,51,23,51,23,28,0.510282776,0.277634961,0.028277635,0.35218509,0.017994859,0.06940874,16.35428571,-0.1,-3.4,0,-1.3,-2.2,0.562130178,0.371005917,0.095266272,0.461538462,0.080473373,0.005325444
Mac Hollowell,Bulbasaur,78.5,1,45,49,49,65,65,45,0.210796915,0.224935733,0.254498715,0.528277635,0.51285347,0.26092545,12.93333333,-0.1,-2.2,0,0,-0.1,0.278106509,0.371005917,0.159763314,0.461538462,0.463905325,0.340828402
Mackenzie Entwistle,Onix,65.3,95,35,45,160,30,45,70,0.073264781,0.179948586,0.985861183,0.068123393,0.20437018,0.606683805,11.91666667,-4.3,2.1,-1.5,-0.4,0.2,0.197633136,0.027810651,0.782248521,0.030769231,0.192899408,0.480473373
MacKenzie Weegar,Umbreon,48.7,197,95,65,110,60,130,65,0.88688946,0.433161954,0.920308483,0.447300771,0.974293059,0.529562982,21.0962963,-1.5,11.5,-0.4,3.5,0.6,0.910059172,0.170414201,1,0.138461538,1,0.638461538
Marc Staal,Jumpluff,73,189,75,55,70,55,85,110,0.70437018,0.304627249,0.582262211,0.377892031,0.777634961,0.948586118,18.19390244,-1.6,0.4,0,1.5,1.5,0.732544379,0.159763314,0.513017751,0.461538462,0.927218935,0.84556213
Marc-Edouard Vlasic,Altaria,65.4,334,75,70,90,70,105,80,0.70437018,0.492287918,0.800771208,0.587403599,0.916452442,0.700514139,17.47564103,-0.1,4.6,0,1.6,2,0.679289941,0.371005917,0.940236686,0.461538462,0.936686391,0.914792899
Marco Rossi,Baltoy,76.2,343,40,40,55,40,70,55,0.138817481,0.12596401,0.359897172,0.185089974,0.580976864,0.403598972,12.52105263,-1.1,-0.8,-0.6,0,-0.2,0.247337278,0.21183432,0.297633136,0.104142012,0.463905325,0.293491124
Marco Scandella,Masquerain,54.1,284,70,60,62,80,82,60,0.633676093,0.356041131,0.476863753,0.686375321,0.750642674,0.466580977,17.835,0.2,-1.2,0,1.2,-0.1,0.70887574,0.421893491,0.243195266,0.461538462,0.899408284,0.340828402
Marcus Bjork,Loudred,58.2,294,84,71,43,71,43,48,0.802056555,0.5218509,0.186375321,0.614395887,0.177377892,0.287917738,18.15454545,2.7,-3.6,0.5,-0.1,-1.6,0.726627219,0.671005917,0.089349112,0.74556213,0.271597633,0.027810651
Marcus Foligno,Hitmontop,60,237,50,95,95,35,110,70,0.287917738,0.807197943,0.834190231,0.116966581,0.935732648,0.606683805,14.99076923,1.2,1.8,-1.1,2.4,0.9,0.44852071,0.54852071,0.750295858,0.049112426,0.977514793,0.732544379
Marcus Johansson,Magmar,85.8,126,65,95,57,100,85,93,0.551413882,0.807197943,0.390745501,0.877892031,0.777634961,0.838046272,16.49,8.6,-0.6,2.2,0.5,2.8,0.577514793,0.886390533,0.332544379,0.875147929,0.815384615,0.966272189
Marcus Pettersson,Muk,59.3,89,105,105,75,65,100,50,0.947300771,0.883033419,0.638817481,0.528277635,0.890745501,0.33033419,20.58382353,4.1,0.5,-0.1,2.8,-0.2,0.89112426,0.753846154,0.535502959,0.237869822,0.988757396,0.293491124
Mario Ferraro,Chinchou,25.2,170,75,38,38,56,56,67,0.70437018,0.102827763,0.128534704,0.403598972,0.394601542,0.562982005,21.60416667,-1.7,-2.2,-0.6,-2.2,1.6,0.927810651,0.152662722,0.159763314,0.104142012,0.044970414,0.859171598
Mark Friedman,Poliwhirl,56,61,65,65,65,50,50,90,0.551413882,0.433161954,0.516709512,0.318766067,0.277634961,0.80848329,14.44782609,-0.6,1.7,0,-0.9,1.7,0.397633136,0.292307692,0.742011834,0.461538462,0.123668639,0.873964497
Mark Giordano,Regirock,52.6,377,80,100,200,50,100,50,0.764781491,0.848329049,0.996143959,0.318766067,0.890745501,0.33033419,18.95384615,4,3.8,-0.5,3.2,-1.6,0.783431953,0.74852071,0.906508876,0.119526627,0.998816568,0.027810651
Mark Jankowski,Exeggcute,76.9,102,60,40,80,60,45,40,0.44344473,0.12596401,0.705655527,0.447300771,0.20437018,0.195372751,12.44,-1.2,1.2,0,-0.7,-0.7,0.24260355,0.198816568,0.666272189,0.461538462,0.153254438,0.139053254
Mark Kastelic,Geodude,75.5,74,40,80,100,30,30,20,0.138817481,0.620822622,0.87403599,0.068123393,0.061696658,0.03470437,8.883076923,1.9,1.9,-0.2,-0.6,-0.8,0.028402367,0.609467456,0.762721893,0.18816568,0.168047337,0.120118343
Mark Scheifele,Sharpedo,59.7,319,70,120,40,95,40,95,0.633676093,0.935732648,0.152956298,0.831619537,0.145244216,0.857326478,20.48641975,16.8,-4.8,5.1,-0.1,3.4,0.885207101,0.981656805,0.058579882,0.967455621,0.271597633,0.980473373
Mark Stone,Gyarados,65.9,130,95,125,79,60,100,81,0.88688946,0.949871465,0.673521851,0.447300771,0.890745501,0.72622108,19.37674419,5.9,4.1,0,1.3,1.5,0.815384615,0.827810651,0.918934911,0.461538462,0.90887574,0.84556213
Markus Niemelainen,Charmander,94.3,4,39,52,43,60,50,65,0.101542416,0.28277635,0.186375321,0.447300771,0.277634961,0.529562982,10.03913043,-0.8,-1.3,0,-0.3,0.5,0.071005917,0.258579882,0.228402367,0.461538462,0.214792899,0.595266272
Martin Fehervary,Jumpluff,36,189,75,55,70,55,85,110,0.70437018,0.304627249,0.582262211,0.377892031,0.777634961,0.948586118,20.00149254,-2.7,1.3,0.1,0,2,0.856804734,0.085798817,0.686982249,0.673372781,0.463905325,0.914792899
Martin Kaut,Ivysaur,54.7,2,60,62,63,80,80,60,0.44344473,0.385604113,0.482005141,0.686375321,0.710796915,0.466580977,10.40277778,-0.2,0.7,0.1,0.1,0.5,0.094674556,0.346745562,0.575147929,0.673372781,0.678698225,0.595266272
Martin Necas,Houndoom,90,229,75,90,50,110,80,95,0.70437018,0.755784062,0.290488432,0.935732648,0.710796915,0.857326478,18.41219512,4.1,-1.1,2.7,0.3,2.8,0.737278107,0.753846154,0.256804734,0.896449704,0.771005917,0.966272189
Mason Appleton,Swellow,69.7,277,60,85,60,50,50,125,0.44344473,0.708226221,0.438303342,0.318766067,0.277634961,0.976863753,16.0195122,2.7,-0.1,0,-1,1.4,0.531360947,0.671005917,0.418343195,0.461538462,0.111242604,0.830769231
Mason Marchment,Venonat,81.1,48,60,55,50,40,55,45,0.44344473,0.304627249,0.290488432,0.185089974,0.357326478,0.26092545,15.70588235,-1.1,-1.1,-0.7,0,-0.1,0.50295858,0.21183432,0.256804734,0.087573964,0.463905325,0.340828402
Mason McTavish,Combusken,60.4,256,60,85,60,85,60,55,0.44344473,0.708226221,0.438303342,0.741645244,0.429305913,0.403598972,15.3475,1.8,-2.5,0.7,0,-0.2,0.475739645,0.601775148,0.132544379,0.771597633,0.463905325,0.293491124
Mason Shaw,Metang,55.9,375,60,75,100,55,80,50,0.44344473,0.559125964,0.87403599,0.377892031,0.710796915,0.33033419,11.28983051,0.5,2.5,-0.1,0.8,0,0.149112426,0.467455621,0.821301775,0.237869822,0.859171598,0.392307692
Matej Blumel,Bulbasaur,69.8,1,45,49,49,65,65,45,0.210796915,0.224935733,0.254498715,0.528277635,0.51285347,0.26092545,9.7,-0.1,-0.5,0,0,0,0.053254438,0.371005917,0.346153846,0.461538462,0.463905325,0.392307692
Mathew Barzal,Octillery,75.1,224,75,105,75,105,75,45,0.70437018,0.883033419,0.638817481,0.912596401,0.641388175,0.26092545,18.71896552,8.2,1.5,1.4,0,-0.6,0.770414201,0.875739645,0.718343195,0.829585799,0.463905325,0.160946746
Mathieu Joseph,Minun,72.1,312,60,40,50,75,85,95,0.44344473,0.12596401,0.290488432,0.643958869,0.777634961,0.857326478,14.025,-2.9,0,0,0.2,1.9,0.358579882,0.071597633,0.441420118,0.461538462,0.739053254,0.904142012
Mathieu Olivier,Corsola,55.5,222,55,55,85,65,85,35,0.359897172,0.304627249,0.759640103,0.528277635,0.777634961,0.14781491,11.63030303,0.8,0.5,0,0.6,-1.5,0.171597633,0.505325444,0.535502959,0.461538462,0.831360947,0.038461538
Matias MacCelli,Qwilfish,56.6,211,65,95,75,55,55,85,0.551413882,0.807197943,0.638817481,0.377892031,0.357326478,0.757069409,15.68125,5.2,1.2,-0.9,-0.5,0.7,0.501775148,0.799408284,0.666272189,0.062721893,0.180473373,0.681656805
Mats Zuccarello,Manectric,41.1,310,70,75,60,105,60,105,0.633676093,0.559125964,0.438303342,0.912596401,0.429305913,0.933161954,20.18589744,1.2,-5,5.3,-0.1,1.9,0.868639053,0.54852071,0.053846154,0.972189349,0.271597633,0.904142012
Matt Benning,Poliwhirl,11.7,61,65,65,65,50,50,90,0.551413882,0.433161954,0.516709512,0.318766067,0.277634961,0.80848329,19.77922078,-4.4,3.3,-0.4,-1.1,3.1,0.84260355,0.025443787,0.879289941,0.138461538,0.099408284,0.975739645
Matt Boldy,Metagross,81.9,376,80,135,130,95,90,70,0.764781491,0.985861183,0.958868895,0.831619537,0.823907455,0.606683805,18.5,6.6,4.7,1,0.3,0.2,0.746745562,0.850295858,0.94556213,0.806508876,0.771005917,0.480473373
Matt Duchene,Seviper,49.6,336,73,100,60,100,60,65,0.679948586,0.848329049,0.438303342,0.877892031,0.429305913,0.529562982,18.2915493,5.9,-3.9,0.1,0,0.4,0.734911243,0.827810651,0.075739645,0.673372781,0.463905325,0.556213018
Matt Dumba,Wobbuffet,46.2,202,190,33,58,33,58,33,0.994858612,0.074550129,0.399742931,0.089974293,0.398457584,0.12596401,21.27721519,-3.8,1.4,-0.1,-0.3,-0.1,0.920710059,0.040236686,0.701183432,0.237869822,0.214792899,0.340828402
Matt Grzelcyk,Azumarill,55,184,100,50,80,50,80,50,0.92159383,0.251928021,0.705655527,0.318766067,0.710796915,0.33033419,17.26666667,-0.1,1.8,-0.7,0.4,-0.2,0.656804734,0.371005917,0.750295858,0.087573964,0.795266272,0.293491124
Matt Irwin,Dustox,47.5,269,60,50,70,50,90,65,0.44344473,0.251928021,0.582262211,0.318766067,0.823907455,0.529562982,13.03770492,-3.4,3.2,0,0.9,0.7,0.287573964,0.059171598,0.872189349,0.461538462,0.868639053,0.681656805
Matt Kiersted,Sableye,64.3,302,50,75,75,65,65,50,0.287917738,0.559125964,0.638817481,0.528277635,0.51285347,0.33033419,9.845,2.6,0.6,0,0.1,-0.1,0.057988166,0.66035503,0.555621302,0.461538462,0.678698225,0.340828402
Matt Luff,Charmander,73.5,4,39,52,43,60,50,65,0.101542416,0.28277635,0.186375321,0.447300771,0.277634961,0.529562982,9.878947368,-0.3,-0.5,0,0,0.4,0.059171598,0.326035503,0.346153846,0.461538462,0.463905325,0.556213018
Matt Martin,Dustox,47.6,269,60,50,70,50,90,65,0.44344473,0.251928021,0.582262211,0.318766067,0.823907455,0.529562982,11.14814815,-3,1.9,0,0.2,0.5,0.13964497,0.067455621,0.762721893,0.461538462,0.739053254,0.595266272
Matt Nieto,Hitmonchan,81,107,50,105,79,35,110,76,0.287917738,0.883033419,0.673521851,0.116966581,0.935732648,0.66966581,13.52962963,4.2,1.2,-0.5,0.4,0.9,0.325443787,0.758579882,0.666272189,0.119526627,0.795266272,0.732544379
Matt Roy,Poliwrath,74.8,62,90,85,95,70,90,70,0.844473008,0.708226221,0.834190231,0.587403599,0.823907455,0.606683805,18.77560976,6.3,3.1,0,1.9,0.4,0.773964497,0.842011834,0.866863905,0.461538462,0.957988166,0.556213018
Matthew Tkachuk,Slaking,56.1,289,150,160,100,95,65,100,0.98714653,0.997429306,0.87403599,0.831619537,0.51285347,0.903598972,20.43670886,24,1.2,4.2,-0.2,2.1,0.882840237,0.996449704,0.666272189,0.949704142,0.241420118,0.925443787
Mattias Ekholm,Sandslash,39.4,28,75,100,110,45,55,65,0.70437018,0.848329049,0.920308483,0.254498715,0.357326478,0.529562982,21.43717949,10.5,9.2,-0.7,-2.4,1,0.924260355,0.933727811,0.998816568,0.087573964,0.03964497,0.761538462
Mattias Janmark,Exeggcute,84.4,102,60,40,80,60,45,40,0.44344473,0.12596401,0.705655527,0.447300771,0.20437018,0.195372751,14.66363636,-3.8,2.7,0,-0.3,-0.8,0.418934911,0.040236686,0.839053254,0.461538462,0.214792899,0.120118343
